article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url,article_index
M9122G0JK-M11,JUDE - Slim fit jeans - minzgrün,MEN,TROUSER,JUDE,Mango,2999,2999,https://www.zalando.nl/mango-slim-fit-jeans-minzgruen-m9122g0jk-m11.html,https://img01.ztat.net/article/spp-media-p1/9a77eee92fe640de961fd464c374b2ae/5ceffa66c3074b51b63ffc6ef61f7e28.jpg?imwidth=600&filter=packshot,157
JA222O0YG-A11,JCOBORO CREW NECK SLIM FIT  - T-shirt print - white,MEN,T_SHIRT_TOP,JCOBORO CREW NECK SLIM FIT,Jack & Jones,1499,1204,https://www.zalando.nl/jack-jones-jcoboro-regular-fit-t-shirt-print-white-ja222o0yg-a11.html,https://img01.ztat.net/article/spp-media-p1/caa3ac8d4dce35bcb4ba62da5d759af3/ec7b45d782de45639e2f0ed57e0c8f16.jpg?imwidth=600&filter=packshot,158
BRH22S03Y-A11,HOUDINIB - Sweater - optic white / jet black,MEN,PULLOVER,HOUDINIB,Brave Soul,2995,2395,https://www.zalando.nl/brave-soul-houdinib-hoodie-optic-white-jet-black-brh22s03y-a11.html,https://img01.ztat.net/article/spp-media-p1/2f3095195d92324baead5b14697eed54/0977a5faf07e41fbb111b768d5e09216.jpg?imwidth=600&filter=packshot,159
PI922O0KZ-K11,T-shirt basic - dark blue,MEN,T_SHIRT_TOP,T-shirt basic,Pier One,999,899,https://www.zalando.nl/pier-one-t-shirt-basic-dark-blue-pi922o0kz-k11.html,https://img01.ztat.net/article/spp-media-p1/227d743a2edc38deafebc4c516300643/3749954513bf434084cce30ddc10603a.jpg?imwidth=600&filter=packshot,160
M9121A2HO-M12,HAILEY - Broek - vert foncé,WOMEN,TROUSER,HAILEY,Mango,3999,3999,https://www.zalando.nl/mango-hailey-broek-vert-fonce-m9121a2ho-m12.html,https://img01.ztat.net/article/spp-media-p1/e3c3cf0dbe8240ce8a34dae7dc30c9f4/5b2203b869ce46f4845d2859341bd0cb.jpg?imwidth=600&filter=packshot,161
ON321I1IO-Q11,ONLVENICE ROLLNECK - Trui - black,WOMEN,PULLOVER,ONLVENICE ROLLNECK,ONLY,2499,1759,https://www.zalando.nl/only-onlvenice-rollneck-trui-on321i1io-q11.html,https://img01.ztat.net/article/spp-media-p1/e86c4fed1aba3f4795924fa103f30bb9/1d31592c2306406dba7ae3f61ef29bbc.png?imwidth=600&filter=packshot,162
TO722D0EQ-K11,Overhemd - original,MEN,SHIRT,Overhemd,TOM TAILOR DENIM,2999,2999,https://www.zalando.nl/tom-tailor-denim-casual-overhemd-original-to722d0eq-k11.html,https://img01.ztat.net/article/spp-media-p1/26fb5b1518b737c8b8d4f68ce49a01ef/dbf490014fdf4a5d860546dda08123ff.jpg?imwidth=600&filter=packshot,163
PUC21N0EY-C11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - grey,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-grey-puc21n0ey-c11.html,https://img01.ztat.net/article/spp-media-p1/e6896fe0d99140b294266e12ade77315/71dc93dc268f46ea98e003f7198dbe01.jpg?imwidth=600&filter=packshot,164
HU341E05Q-Q11,HMLTIF SEAMLESS HIGH WAIST  - Legging - black,WOMEN,TROUSER,HMLTIF SEAMLESS HIGH WAIST,Hummel,2495,1996,https://www.zalando.nl/hummel-seamless-high-waist-legging-black-hu341e05q-q11.html,https://img01.ztat.net/article/spp-media-p1/5ec9ac3ba4873149890bbdccd33a79a8/941f4d73b45a404abfc13ba69625b219.jpg?imwidth=600&filter=packshot,165
ON321C1T0-K11,ONLCARLY WRAP SHORT DRESS - Jurk - night sky,WOMEN,DRESS,ONLCARLY WRAP SHORT DRESS,ONLY,3499,2459,https://www.zalando.nl/only-wickel-korte-jurk-night-sky-on321c1t0-k11.html,https://img01.ztat.net/article/spp-media-p1/b79b567eeede37548d21a8b75cb4b454/b4bb2fdcf54a4218bb3df0c44653fd1f.jpg?imwidth=600&filter=packshot,166
ON321N13A-C11,ONLBLUSH - Jeans Skinny Fit - grey denim,WOMEN,TROUSER,ONLBLUSH,ONLY,3999,2799,https://www.zalando.nl/only-onlblush-jeans-skinny-fit-grey-denim-on321n13a-c11.html,https://img01.ztat.net/article/spp-media-p1/129a37df82764baaa38648a72d98f59d/a75b1c88df6344fa98887e6797d497b6.jpg?imwidth=600&filter=packshot,167
JA222G0HV-C11,JJILIAM JJORIGINAL  - Jeans Skinny Fit - grey denim,MEN,TROUSER,JJILIAM JJORIGINAL,Jack & Jones,4999,3999,https://www.zalando.nl/jack-jones-jeans-skinny-fit-grey-denim-ja222g0hv-c11.html,https://img01.ztat.net/article/spp-media-p1/b1357b04f8c3398284675467b8a8e4d7/176a9832a9d647138dd274672211b7f4.jpg?imwidth=600&filter=packshot,168
PUC21N0GT-K12,Straight leg jeans - royal blue,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,2999,2999,https://www.zalando.nl/pullandbear-straight-leg-jeans-royal-blue-puc21n0gt-k12.html,https://img01.ztat.net/article/spp-media-p1/20e49c9b5fce482dab7da94d90d32262/9d86bb31fdb848ecbd3a2cc6e7b106ab.jpg?imwidth=600&filter=packshot,169
OS322E08G-Q11,ONSCAM STAGE CUFF - Cargobroek - black,MEN,TROUSER,ONSCAM STAGE CUFF,Only & Sons,3499,3499,https://www.zalando.nl/only-and-sons-onscam-stage-cargo-cuff-cargobroek-os322e08g-q11.html,https://img01.ztat.net/article/spp-media-p1/ae8a598c9ffe4e81b560c906a5de65a9/87dfbd7e87194313bc0d84eb5b7c18ba.jpg?imwidth=600&filter=packshot,170
EV421J086-J11,LOOSE OFF SHOULDER SWEATSHIRT  - Sweater - pink,WOMEN,PULLOVER,LOOSE OFF SHOULDER SWEATSHIRT,Even&Odd,2299,2069,https://www.zalando.nl/evenandodd-sweater-pink-ev421j086-j11.html,https://img01.ztat.net/article/spp-media-p1/f0f03dd85a354ec3a82ad3de53ed57e8/7b1ce9d1ee544228bc64cd5e6136d681.jpg?imwidth=600&filter=packshot,171
TOB22P00B-A11,ORIGINAL FINE SLIM FIT - Poloshirt - classic white,MEN,T_SHIRT_TOP,ORIGINAL FINE SLIM FIT,Tommy Jeans,5995,4495,https://www.zalando.nl/tommy-jeans-original-fine-slim-fit-poloshirt-tob22p00b-a11.html,https://img01.ztat.net/article/spp-media-p1/846a995ff8b837bebef0414967adce17/894b688f882b4c6aa6aa7a999196490c.jpg?imwidth=600&filter=packshot,172
PE321G012-Q11,PCBOSS  - Blazer - black,WOMEN,JACKET,PCBOSS,Pieces,3999,3199,https://www.zalando.nl/pieces-pcboss-34-blazer-pe321g012-q11.html,https://img01.ztat.net/article/spp-media-p1/65401629640b323b9d0c4ff6dcb6d8fd/d943846c4a124d1b966b6504ca74ab1b.jpg?imwidth=600&filter=packshot,173
PI922Q009-G12,Trui - bordeaux,MEN,PULLOVER,Trui,Pier One,1999,1499,https://www.zalando.nl/pier-one-trui-bordeaux-pi922q009-g12.html,https://img01.ztat.net/article/spp-media-p1/bda007d5bd9c3cb8a19d82b01f053de3/85d6d8a383134993bde44fb81e406306.jpg?imwidth=600&filter=packshot,174
DOH81J006-Q11,FIJI PADDED - Bikinitop - black,WOMEN,BIKINI_TOP,FIJI PADDED,DORINA,1695,1695,https://www.zalando.nl/dorina-fiji-padded-bikinitop-black-doh81j006-q11.html,https://img01.ztat.net/article/spp-media-p1/03c80f6759ae38afb5919dca8f812f3d/0739dadcee244f1183df28412195c1fa.png?imwidth=600&filter=packshot,175
ON321N0YN-K11,ONLROYAL - Jeans Skinny Fit - light blue denim,WOMEN,TROUSER,ONLROYAL,ONLY,2999,2109,https://www.zalando.nl/only-onlroyal-jeans-skinny-fit-light-blue-denim-on321n0yn-k11.html,https://img01.ztat.net/article/spp-media-p1/85704d78d57434d28552015c1844c6d1/bc5c691945cd4be294600af8c3abc8f4.jpg?imwidth=600&filter=packshot,176
ON321G0RL-Q11,ONLGEMMA BIKER - Imitatieleren jas - black,WOMEN,COAT,ONLGEMMA BIKER,ONLY,4999,4269,https://www.zalando.nl/only-imitatieleren-jas-black-on321g0rl-q11.html,https://img01.ztat.net/article/spp-media-p1/df67108bcbff3f579dc73c32fb70b6c2/3b8cb2598d7f4156b6c158655c008235.jpg?imwidth=600&filter=packshot,177
LE222O00R-Q11,GRAPHIC SET-IN NECK - T-shirt print - graphic black,MEN,T_SHIRT_TOP,GRAPHIC SET-IN NECK,Levi's®,2995,2255,https://www.zalando.nl/levi-s-t-shirt-print-graphic-black-le222o00r-q11.html,https://img01.ztat.net/article/spp-media-p1/dbe734eb52353639854fff9066a96700/c6f5d671e40347698f5977b1c332c657.jpg?imwidth=600&filter=packshot,178
ON321E28O-A11,ONLLECEY  - Overhemdblouse - cloud dancer/medium blue,WOMEN,SHIRT,ONLLECEY,ONLY,2999,2549,https://www.zalando.nl/only-onllecey-stripe-knot-overhemdblouse-cloud-dancermedium-blue-on321e28o-a11.html,https://img01.ztat.net/article/spp-media-p1/1a5d13f3f2cb3c81a13f4be1d1327e23/e58780d68a10409f943bcccf17ac759d.jpg?imwidth=600&filter=packshot,179
THC22Q029-K11,SWINDON - Trui - navy,MEN,PULLOVER,SWINDON,Threadbare,6499,1999,https://www.zalando.nl/threadbare-swindon-trui-navy-thc22q029-k11.html,https://img01.ztat.net/article/spp-media-p1/4b4dd9b2a8b64a55a2e06ba627f60305/28e63b1c7f1542f098a9f318cffd22e6.jpg?imwidth=600&filter=packshot,180
C5A22T00F-M11,VARSITY FELTED BOMBER JACKET - Bomberjacks - green,MEN,COAT,VARSITY FELTED BOMBER JACKET,The Couture Club,10495,10495,https://www.zalando.nl/the-couture-club-varsity-felted-bomber-jacket-bomberjacks-green-c5a22t00f-m11.html,https://img01.ztat.net/article/spp-media-p1/034034834a6a438c94eebf2c4694ed33/d18591d3a2054454b59cec60230aceda.jpg?imwidth=600&filter=packshot,181
UN242D0CH-Q12,SPORTSTYLE LEFT CHEST - Sport T-shirt - charcoal medium heather,MEN,T_SHIRT_TOP,SPORTSTYLE LEFT CHEST,Under Armour,2595,2595,https://www.zalando.nl/under-armour-sportstyle-left-chest-sportshirt-un242d0ch-q12.html,https://img01.ztat.net/article/spp-media-p1/e13cc962a860375dbf5c7f947d38c349/0159128e3763440ca3e05137c0efb83a.jpg?imwidth=600&filter=packshot,182
DOG81L00J-Q11,MUANI SET - Bikini - black,WOMEN,BIKINI_COMBINATION,MUANI SET,DORINA,2995,2995,https://www.zalando.nl/dorina-muani-set-bikini-black-dog81l00j-q11.html,https://img01.ztat.net/article/spp-media-p1/27a28150484e4812a15b964e0643b1c8/023232f674714ddf89163d4460046e4d.jpg?imwidth=600&filter=packshot,183
BEJ21N0A8-K13,Relaxed fit jeans - blue denim,WOMEN,TROUSER,Relaxed fit jeans,Bershka,1999,1999,https://www.zalando.nl/bershka-relaxed-fit-jeans-blue-denim-bej21n0a8-k13.html,https://img01.ztat.net/article/spp-media-p1/c17e773a017e48188d3b47679849c9e9/363273cb9d4142119454b1affffe7350.jpg?imwidth=600&filter=packshot,184
DEO22T001-Q11,KASH JACKET - Spijkerjas - black dot,MEN,COAT,KASH JACKET,Denim Project,3495,3495,https://www.zalando.nl/denim-project-kash-jacket-spijkerjas-black-dot-deo22t001-q11.html,https://img01.ztat.net/article/spp-media-p1/0478b136f700448ab03eb1a3ae9095ab/9aa9ee2f67154f0894b696263bf3b2e1.jpg?imwidth=600&filter=packshot,185
PUC21N0AI-Q11,High waist coated trousers - Jeans Skinny Fit - black,WOMEN,TROUSER,High waist coated trousers,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-slim-fit-jeans-black-puc21n0ai-q11.html,https://img01.ztat.net/article/spp-media-p1/a3a666327bcf4a49801e3494ab43bf57/272f3ef06f1a4a8a8177677c0a9ac4a5.jpg?imwidth=600&filter=packshot,186
PUC21A0LH-Q11,STRAIGHT FIT - Broek - mottled black,WOMEN,TROUSER,STRAIGHT FIT,PULL&BEAR,2599,2599,https://www.zalando.nl/pullandbear-broek-mottled-black-puc21a0lh-q11.html,https://img01.ztat.net/article/spp-media-p1/c4d9064bcfd44d3e8e53d7f3055156e9/a0bcbba0738742028f8a4832069d7811.jpg?imwidth=600&filter=packshot,187
YO1210036-Q11,UNISEX OBSERVER  - T-shirt print - black,ALL,T_SHIRT_TOP,UNISEX OBSERVER,YOURTURN,1499,1499,https://www.zalando.nl/yourturn-unisex-observer-t-shirt-print-black-yo1210036-q11.html,https://img01.ztat.net/article/spp-media-p1/51202b3f66c034a3ac0fb8b6ee11958f/1342160b95eb45c08c4837ca36ae911a.jpg?imwidth=600&filter=packshot,188
OS322E04A-C11,ONSMARK PANT - Broek - medium grey melange,MEN,TROUSER,ONSMARK PANT,Only & Sons,3999,3199,https://www.zalando.nl/only-and-sons-onsmark-pant-pantalon-os322e04a-c11.html,https://img01.ztat.net/article/spp-media-p1/6472a7af56104c9b8aa9aed3d415d3b3/30e673f03d834d28a021fd5322bc2c52.jpg?imwidth=600&filter=packshot,189
NOU22O01V-Q11,STRIPE - T-shirt print - black,MEN,T_SHIRT_TOP,STRIPE,Nominal,1795,1440,https://www.zalando.nl/nominal-stripe-t-shirt-print-black-nou22o01v-q11.html,https://img01.ztat.net/article/spp-media-p1/96136c5413ae31329d26ece383bbf08b/60e7b955dda84bb88191de8cdb0fa5e4.jpg?imwidth=600&filter=packshot,190
TOB22O01B-K11,ORIGINAL SLIM FIT - Longsleeve - black iris,MEN,T_SHIRT_TOP,ORIGINAL SLIM FIT,Tommy Jeans,3495,2795,https://www.zalando.nl/tommy-jeans-original-longsleeve-tob22o01b-k11.html,https://img01.ztat.net/article/spp-media-p1/da3e83c7ae8248668fa5ee8723896db5/70ad65a987d44e54a8900c3125b08c8a.jpg?imwidth=600&filter=packshot,191
JY121E0NR-A11,JDYVALERIE - Blouse - cloud dancer,WOMEN,SHIRT,JDYVALERIE,JDY,2999,2999,https://www.zalando.nl/jdy-jdyvalerie-blouse-cloud-dancer-jy121e0nr-a11.html,https://img01.ztat.net/article/spp-media-p1/2e75fc1084be47c8871788b96967c4f2/cd6a5ffe7d974189a78de3ffd320bf38.jpg?imwidth=600&filter=packshot,192
M9121N1AY-K11,Straight leg jeans - medium blue,WOMEN,TROUSER,Straight leg jeans,Mango,2999,2999,https://www.zalando.nl/mango-relaxed-fit-jeans-medium-blue-m9121n1ay-k11.html,https://img01.ztat.net/article/spp-media-p1/4ed95647199f4dcfb743b15323655be2/0d916cb4babc42529be7f638ece5c80c.jpg?imwidth=600&filter=packshot,193
M9121A2DO-K11,Chino - bleu marine foncé,WOMEN,TROUSER,Chino,Mango,3999,1799,https://www.zalando.nl/mango-chino-bleu-marine-fonce-m9121a2do-k11.html,https://img01.ztat.net/article/spp-media-p1/0d171a8406d24f4b9e20f0e62cd604ef/b28ff147f2974c4693f15f09837e3f5b.jpg?imwidth=600&filter=packshot,194
LE221D051-Q11,PERFECT TEE - T-shirt basic - white,WOMEN,T_SHIRT_TOP,PERFECT TEE,Levi's®,1995,1595,https://www.zalando.nl/levisr-perfect-tee-t-shirt-print-caviar-le221d051-q11.html,https://img01.ztat.net/article/spp-media-p1/50ba222ba3193ba08c58f5d2255764e6/4cf24cefb3e243fd9c8730b6c61f0e03.png?imwidth=600&filter=packshot,195
EVO29B001-Q11,2er Pack - Legging - black/multi-coloured,WOMEN,TROUSER,2er Pack,Even&Odd Maternity,2495,2495,https://www.zalando.nl/evenandodd-maternity-2er-pack-legging-blackmulti-coloured-evo29b001-q11.html,https://img01.ztat.net/article/spp-media-p1/8bbedf3ba1314ee39fc9df104cd4547a/fbd4bd4b60f54157ab53a439cadb88df.jpg?imwidth=600&filter=packshot,196
MOQ21E07R-A11,Blouse - white,WOMEN,SHIRT,Blouse,Monki,3000,3000,https://www.zalando.nl/monki-blouse-white-moq21e07r-a11.html,https://img01.ztat.net/article/spp-media-p1/d10ca2e176524d5c961939b8f4953134/54a01630771b4fc8941324cefb87f1c5.jpg?imwidth=600&filter=packshot,197
PUC21N0EM-K11,Straight-leg jeans with raw-cut hems - Straight leg jeans - blue,WOMEN,TROUSER,Straight-leg jeans with raw-cut hems,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-straight-leg-jeans-blue-puc21n0em-k11.html,https://img01.ztat.net/article/spp-media-p1/32f8502a17c84fd9bf873208510c2a97/8457879452db45b0b04d2626879da437.jpg?imwidth=600&filter=packshot,198
PE321B08I-Q11,PCKYLIE MIDI SKIRT  - Kokerrok - black,WOMEN,SKIRT,PCKYLIE MIDI SKIRT,Pieces,1699,1699,https://www.zalando.nl/pieces-pckylie-midi-skirt-kokerrok-black-pe321b08i-q11.html,https://img01.ztat.net/article/spp-media-p1/b6620345333630769820b686a62ac87d/6c834cb0021a4e2c972ea495caf2cad7.jpg?imwidth=600&filter=packshot,199
JA222E0F5-K11,MARCO BOWIE - Chino - navy,MEN,TROUSER,MARCO BOWIE,Jack & Jones,3999,3199,https://www.zalando.nl/jack-and-jones-marco-bowie-chino-navy-ja222e0f5-k11.html,https://img01.ztat.net/article/spp-media-p1/34d7f89db4933ed4ae6eae428b34b2da/b90ab0392aa34a14907c6b0cdcef0448.jpg?imwidth=600&filter=packshot,200
BEJ21A0CB-Q11,WIDE LEG - Broek - black,WOMEN,TROUSER,WIDE LEG,Bershka,2599,2599,https://www.zalando.nl/bershka-wide-leg-broek-black-bej21a0cb-q11.html,https://img01.ztat.net/article/spp-media-p1/640656e5b9ac3668bb9721a5b97d9dbe/632ca5ffcee347b1a57ec703ee58ab94.jpg?imwidth=600&filter=packshot,201
M9121E4AA-M11,CELINA - Overhemdblouse - groen,WOMEN,SHIRT,CELINA,Mango,2999,2999,https://www.zalando.nl/mango-celina-overhemdblouse-groen-m9121e4aa-m11.html,https://img01.ztat.net/article/spp-media-p1/d6cc91c5aea6408dafe1c9da7d169cba/fbd2769a10ab433fa37d01be69973097.jpg?imwidth=600&filter=packshot,202
MA322O03J-Q11,C-NECK - T-shirt basic - black,MEN,T_SHIRT_TOP,C-NECK,Marc O'Polo,1995,1795,https://www.zalando.nl/marc-o-polo-t-shirt-basic-black-ma322o03j-q11.html,https://img01.ztat.net/article/spp-media-p1/d9c58b5a143532bc8ed4c3da1fb049a1/805019cc8cc747749418b30c604363b6.jpg?imwidth=600&filter=packshot,203
ON321G0OG-Q11,ONLPOPTRASH LIFE - Blazer - black,WOMEN,JACKET,ONLPOPTRASH LIFE,ONLY,3999,2799,https://www.zalando.nl/only-einfarbig-blazer-on321g0og-q11.html,https://img01.ztat.net/article/spp-media-p1/abce35edcf2a40ee90efffdf534bb5a8/74f387dd6ddf4e64a6cd45cbbb32b2b9.jpg?imwidth=600&filter=packshot,204
N1241E15G-Q17,ACADEMY PANT - Trainingsbroek - black/white,WOMEN,TROUSER,ACADEMY PANT,Nike Performance,3995,2795,https://www.zalando.nl/nike-performance-pant-trainingsbroek-blackwhite-n1241e15g-q17.html,https://img01.ztat.net/article/spp-media-p1/0d2b70089f66423bb74b96657e62f468/8827f940bbc34c47b7eeda60a6c36f06.jpg?imwidth=600&filter=packshot,205
BEJ21U091-B11,Trenchcoat - camel,WOMEN,COAT,Trenchcoat,Bershka,4599,4599,https://www.zalando.nl/bershka-trenchcoat-camel-bej21u091-b11.html,https://img01.ztat.net/article/spp-media-p1/4c3670d6ef4640d29faa3363d0b3ab60/c0ebee3adf884647975c342018b59539.jpg?imwidth=600&filter=packshot,206
NX324K0R7-J11,COSY BORG  - Fleecejas - nude,KIDS,COAT,COSY BORG,Next,3900,3900,https://www.zalando.nl/next-cosy-borg-fleecejas-nude-nx324k0r7-j11.html,https://img01.ztat.net/article/spp-media-p1/7c97e73592664183a2863b28e801b920/e61247413ce243f687e69d73a5abecb6.jpg?imwidth=600&filter=packshot,207
AN621C1JD-M11,Maxi-jurk - green,WOMEN,DRESS,Jerseyjurk,Anna Field,2999,2999,https://www.zalando.nl/anna-field-jerseyjurk-green-an621c1jd-m11.html,https://img01.ztat.net/article/spp-media-p1/5a271adef401481187aa4c165a73fb63/17287619b6ff4009a49535c65f91e607.jpg?imwidth=600&filter=packshot,208
US222P033-K12,BARNEY - Poloshirt - dunkelblau,MEN,T_SHIRT_TOP,BARNEY,U.S. Polo Assn.,6995,3495,https://www.zalando.nl/us-polo-assn-poloshirt-dunkelblau-us222p033-k12.html,https://img01.ztat.net/article/spp-media-p1/b748086d345742d4beccf94df0bffbce/e4640efd5f7b46ec820082433974234b.jpg?imwidth=600&filter=packshot,209
M9121N1GM-K11,Jeans Tapered Fit - bleu moyen,WOMEN,TROUSER,Jeans Tapered Fit,Mango,3999,3999,https://www.zalando.nl/mango-jeans-tapered-fit-bleu-moyen-m9121n1gm-k11.html,https://img01.ztat.net/article/spp-media-p1/0b7a9fb73cb3470aa425503187604f1c/d73d26e9f0ea4aa49c33489029285bb7.jpg?imwidth=600&filter=packshot,210
NI121J0ID-Q11,OVER SIZED - Sweater - black/white,WOMEN,PULLOVER,OVER SIZED,Nike Sportswear,5495,5495,https://www.zalando.nl/nike-sportswear-sweater-blackwhite-ni121j0id-q11.html,https://img01.ztat.net/article/spp-media-p1/c86414ff4e5d4062a97a8d2aa6e00549/6e5f0369b6f44c5888b45782a521bbec.jpg?imwidth=600&filter=packshot,211
M9121I2CO-K11,MATCHING - Trui - bleu marine foncé,WOMEN,PULLOVER,MATCHING,Mango,3999,3999,https://www.zalando.nl/mango-matching-trui-bleu-marine-fonce-m9121i2co-k11.html,https://img01.ztat.net/article/spp-media-p1/b42ddd67b799418c9e05beae455ebc36/809acb7f82af4f35a0606866d6c28b64.jpg?imwidth=600&filter=packshot,212
NI122S0AT-C11,CLUB  - Sweater - grey heather/white,MEN,PULLOVER,CLUB,Nike Sportswear,5495,5495,https://www.zalando.nl/nike-sportswear-club-sweater-ni122s0at-c11.html,https://img01.ztat.net/article/spp-media-p1/646c3818ca443f2a9835ef7eb3237fa1/db8eaa8170dd4bf396239d560e72c55f.jpg?imwidth=600&filter=packshot,213
NI121D0KT-Q11,T-shirt basic - black/white,WOMEN,T_SHIRT_TOP,T-shirt basic,Nike Sportswear,2495,2495,https://www.zalando.nl/nike-sportswear-t-shirt-print-blackwhite-ni121d0kt-q11.html,https://img01.ztat.net/article/spp-media-p1/2794ce64e4af316b87068022041dd812/1bc3a45807dd4035b05d32f49f5ed8ec.jpg?imwidth=600&filter=packshot,214
PUC21U0BD-Q11,KUNSTLEDER  KNÖPFEN - Blazer - black,WOMEN,JACKET,KUNSTLEDER  KNÖPFEN,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-blazer-black-puc21u0bd-q11.html,https://img01.ztat.net/article/spp-media-p1/63c22a7d8d3245d9975d1235c91ac89b/615d46ad6cfb4e6cae208c7ae826bce2.jpg?imwidth=600&filter=packshot,215
NI126K02P-C11,Vest - dark grey heather/black,KIDS,CARDIGAN,Vest,Nike Sportswear,7995,7595,https://www.zalando.nl/nike-sportswear-hoodie-met-rits-dark-grey-heatherblack-ni126k02p-c11.html,https://img01.ztat.net/article/spp-media-p1/6d9d46438496311fa9957082b44b4439/6166a3c628cd40cb8ffb3918b31fa2a9.jpg?imwidth=600&filter=packshot,216
UN242D0CL-Q11,T-shirt basic - black/graphite,MEN,T_SHIRT_TOP,Sport T-shirt,Under Armour,2795,2795,https://www.zalando.nl/under-armour-tech-tee-sportshirt-un242d0cl-q11.html,https://img01.ztat.net/article/spp-media-p1/6e6d7d71bea33d7389b6c9a6b0544349/1053756b57b644f8b93d6998cb123327.jpg?imwidth=600&filter=packshot,217
LE221N07V-K27,HIGH WAISTED MOM - Relaxed fit jeans - summer stray,WOMEN,TROUSER,HIGH WAISTED MOM,Levi's®,6995,6995,https://www.zalando.nl/levis-high-waisted-mom-relaxed-fit-jeans-summer-stray-le221n07v-k27.html,https://img01.ztat.net/article/spp-media-p1/356cf92e9495409683979353e10491d8/017504d94c0142ce94b4de53ab49d338.jpg?imwidth=600&filter=packshot,218
NAP21G001-C13,LULANA - Jas - light grey melange,WOMEN,COAT,LULANA,Navahoo,6495,6495,https://www.zalando.nl/navahoo-lulana-jas-light-grey-melange-nap21g001-c13.html,https://img01.ztat.net/article/spp-media-p1/31828132c67840978d3956df21585b3d/af11875e41eb459bb236121fb716d075.jpg?imwidth=600&filter=packshot,219
GS121N0EX-K12,3301 MID SKINNY - Jeans Skinny Fit - light blue denim,WOMEN,TROUSER,3301 MID SKINNY,G-Star,9995,8995,https://www.zalando.nl/g-star-3301-mid-skinny-jeans-skinny-fit-gs121n0ex-k12.html,https://img01.ztat.net/article/spp-media-p1/103f4b5685c731adb5e1482cbc4fd81c/af2f351f3c2d46ceb75118824e344f14.jpg?imwidth=600&filter=packshot,220
JA222O0YG-K11,JCOBORO CREW NECK SLIM FIT  - T-shirt print - navy blazer,MEN,T_SHIRT_TOP,JCOBORO CREW NECK SLIM FIT,Jack & Jones,1499,1204,https://www.zalando.nl/jack-jones-jcoboro-regular-fit-t-shirt-print-ja222o0yg-k11.html,https://img01.ztat.net/article/spp-media-p1/f03e649826b13e29b370f372aaedc83b/2580e47bea704081b68a47ddec650059.jpg?imwidth=600&filter=packshot,221
M9121T0JE-K11,AMALIEN - Jumpsuit - azul medio,WOMEN,ONE_PIECE_SUIT,AMALIEN,Mango,5999,5999,https://www.zalando.nl/mango-amalien-jumpsuit-azul-medio-m9121t0je-k11.html,https://img01.ztat.net/article/spp-media-p1/cd759a06b3f5406eb3a648c67ff37c8d/babfe02cc648410fac168c299e8b2567.jpg?imwidth=600&filter=packshot,222
PUC21N0ER-K16,BASIC MOM - Jeans Tapered Fit - royal blue,WOMEN,TROUSER,BASIC MOM,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-mom-slim-fit-jeans-royal-blue-puc21n0er-k16.html,https://img01.ztat.net/article/spp-media-p1/7d8f2f52f0384d2282b27c53b6b8653b/3206c7586d324572b4baa68c2b488f3f.jpg?imwidth=600&filter=packshot,223
YO121002E-A11,T-shirt print - white,ALL,T_SHIRT_TOP,T-shirt print,YOURTURN,1499,1279,https://www.zalando.nl/yourturn-unisex-zebra-tee-t-shirt-print-white-yo121002e-a11.html,https://img01.ztat.net/article/spp-media-p1/0afdd20cd0183f599738f77afe13f95a/02576053dd3a455c99ee3b30cad55ed5.jpg?imwidth=600&filter=packshot,224
PI922O0GY-G11,5 PACK - T-shirt basic - mottled bordeaux/white,MEN,T_SHIRT_TOP,5 PACK,Pier One,2999,2409,https://www.zalando.nl/pier-one-5-pack-t-shirt-basic-pi922o0gy-g11.html,https://img01.ztat.net/article/spp-media-p1/cc44d9da8ac23e47873bd79b570e8099/f3311ca65bb04406b4483c68855855c6.jpg?imwidth=600&filter=packshot,225
PUC21S07N-K13,Mom fit denim shorts - Jeansshort - mottled blue,WOMEN,TROUSER,Mom fit denim shorts,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeansshort-mottled-blue-puc21s07n-k13.html,https://img01.ztat.net/article/spp-media-p1/d0cab276429a4d2b9b85417c62bee4c5/026931c59df3452f822750a1136c6f73.jpg?imwidth=600&filter=packshot,226
NI122S0E1-Q11,HOODIE - Sweater met rits - black,MEN,CARDIGAN,HOODIE,Nike Sportswear,11495,11495,https://www.zalando.nl/nike-sportswear-hoodie-hoodie-met-rits-black-ni122s0e1-q11.html,https://img01.ztat.net/article/spp-media-p1/88f6962620e33f5d83a677add08f2c98/c08f697206854256a5bfe25b96db0449.jpg?imwidth=600&filter=packshot,227
